0.0125,667,11,2.08,320,180,-1,189,0,-1,172,178,-1,297,0.05,-1,320,180,-1,188,5.56,-1
0.0156,804,13,2.51,320,180,-1,207,0.01,-1,180,179,-1,314,0.07,-1,320,180,-1,203,5.8,-1
0.018,906,13,2.83,320,180,-1,217,0.01,-1,191,175,-1,314,0.1,-1,320,180,-1,211,6.3,-1
0.0559,2736,32,8.55,320,180,-1,264,0.02,-1,320,180,-1,320,0.63,-1,320,180,-1,261,9.47,-1
0.1,5045,52,15.8,320,180,-1,287,0.02,-1,320,180,-1,320,2.03,-1,320,180,-1,283,13.4,-1
0.2,10216,84,31.9,320,180,-1,298,0.02,-1,320,180,-1,320,8.63,-1,320,180,-1,297,22.6,-1

340,m,delta,dM,ARB-VC,T,k,Greedy-VC,T,k,IPL-VC,T,k,LP-VC,T,k,Kernel-VC,T,k,MonHeur-VC,T,k
0.00882,530,10,1.56,340,180,-1,191,0.01,-1,160,0.1,-1,221,0.03,-1,340,180,-1,188,6.72,-1
0.0118,696,9,2.05,340,180,-1,209,0.01,-1,182,171,-1,325,0.05,-1,340,180,-1,206,7.07,-1
0.0147,789,12,2.32,340,180,-1,212,0.01,-1,190,177,-1,329,0.08,-1,340,180,-1,210,6.78,-1
0.0171,1017,13,2.99,340,180,-1,228,0,-1,204,166,-1,335,0.11,-1,340,180,-1,226,7.2,-1
0.0542,3083,29,9.07,340,180,-1,285,0.01,-1,340,180,-1,340,0.92,-1,340,180,-1,283,11.2,-1
0.1,5752,49,16.9,340,180,-1,306,0.02,-1,340,180,-1,340,2.69,-1,340,180,-1,302,15.1,-1
0.2,11588,88,34.1,340,180,-1,323,0.03,-1,340,180,-1,340,11.6,-1,340,180,-1,317,26.4,-1

360,m,delta,dM,ARB-VC,T,k,Greedy-VC,T,k,IPL-VC,T,k,LP-VC,T,k,Kernel-VC,T,k,MonHeur-VC,T,k
0.00833,571,9,1.59,360,180,-1,195,0.01,-1,171,0.06,-1,273,0.04,-1,360,180,-1,193,7.37,-1
0.0111,717,13,1.99,360,180,-1,214,0.01,-1,188,24.8,-1,334,0.06,-1,360,180,-1,212,7.77,-1
0.0139,917,13,2.55,360,180,-1,246,0.01,-1,208,165,-1,351,0.09,-1,360,180,-1,242,7.82,-1
0.0164,1016,13,2.82,360,180,-1,246,0,-1,217,164,-1,355,0.14,-1,360,180,-1,240,8.3,-1
0.0527,3444,32,9.57,360,180,-1,306,0.01,-1,360,180,-1,360,1.02,-1,360,180,-1,301,13.1,-1
0.1,6610,53,18.4,360,180,-1,325,0.02,-1,360,180,-1,360,4.8,-1,360,180,-1,322,19,-1
0.2,12921,100,35.9,360,180,-1,339,0.02,-1,360,180,-1,360,18.1,-1,360,180,-1,336,28.2,-1

380,m,delta,dM,ARB-VC,T,k,Greedy-VC,T,k,IPL-VC,T,k,LP-VC,T,k,Kernel-VC,T,k,MonHeur-VC,T,k
0.00789,543,9,1.43,380,180,-1,197,0.01,-1,170,0.05,-1,244,0.03,-1,380,180,-1,193,7.51,-1
0.0105,724,10,1.91,380,180,-1,226,0.01,-1,203,138,-1,358,0.07,-1,380,180,-1,224,8.55,-1
0.0132,892,12,2.35,380,180,-1,238,0.01,-1,210,128,-1,367,0.09,-1,380,180,-1,235,8.75,-1
0.0156,1128,14,2.97,380,180,-1,260,0.01,-1,233,159,-1,377,0.16,-1,380,180,-1,255,9.3,-1
0.0513,3702,36,9.74,380,180,-1,325,0.01,-1,380,180,-1,380,1.82,-1,380,180,-1,317,14.2,-1
0.1,7259,58,19.1,380,180,-1,346,0.02,-1,380,180,-1,380,4.85,-1,380,180,-1,339,20.8,-1
0.2,14527,101,38.2,380,180,-1,361,0.04,-1,380,180,-1,380,26.8,-1,380,180,-1,357,36.5,-1

400,m,delta,dM,ARB-VC,T,k,Greedy-VC,T,k,IPL-VC,T,k,LP-VC,T,k,Kernel-VC,T,k,MonHeur-VC,T,k
0.0075,617,9,1.54,400,180,-1,215,0.01,-1,191,0.18,-1,302,0.04,-1,400,180,-1,213,8.98,-1
0.01,791,10,1.98,400,180,-1,238,0.01,-1,215,169,-1,376,0.08,-1,400,180,-1,236,9.65,-1
0.0125,1005,12,2.51,400,180,-1,252,0.01,-1,226,176,-1,388,0.12,-1,400,180,-1,250,9.3,-1
0.015,1233,16,3.08,400,180,-1,279,0.01,-1,247,178,-1,398,0.2,-1,400,180,-1,273,10.4,-1
0.05,3974,33,9.94,400,180,-1,337,0.02,-1,400,180,-1,400,2.01,-1,400,180,-1,335,15.9,-1
0.1,8040,56,20.1,400,180,-1,363,0.03,-1,400,180,-1,400,8.14,-1,400,180,-1,361,23.8,-1
0.2,15879,100,39.7,400,180,-1,381,0.04,-1,400,180,-1,400,28.7,-1,400,180,-1,375,39.8,-1

420,m,delta,dM,ARB-VC,T,k,Greedy-VC,T,k,IPL-VC,T,k,LP-VC,T,k,Kernel-VC,T,k,MonHeur-VC,T,k
0.00714,661,10,1.57,420,180,-1,228,0,-1,202,0.26,-1,356,0.04,-1,420,180,-1,227,9.84,-1
0.00952,835,10,1.99,420,180,-1,253,0,-1,225,178,-1,394,0.07,-1,420,180,-1,252,10.3,-1
0.0119,1024,15,2.44,420,180,-1,264,0.01,-1,236,178,-1,413,0.14,-1,420,180,-1,260,10.6,-1
0.0144,1294,14,3.08,420,180,-1,283,0.01,-1,265,178,-1,418,0.23,-1,420,180,-1,280,11.2,-1
0.0488,4296,36,10.2,420,180,-1,359,0.02,-1,420,180,-1,420,2.26,-1,420,180,-1,354,17.4,-1
0.1,8854,66,21.1,420,180,-1,384,0.03,-1,420,180,-1,420,10.2,-1,420,180,-1,379,26.5,-1
0.2,17615,108,41.9,420,180,-1,395,0.05,-1,420,180,-1,420,41.1,-1,420,180,-1,394,44.9,-1

