10,m,delta,dM,ARB-VC,T,k,Greedy-VC,T,k,IPL-VC,T,k,LP-VC,T,k,Kernel-VC,T,k,MonHeur-VC,T,k
0.3,15,5,1.5,5,0,5,6,0,-1,5,0,-1,5,0,-1,5,0,5,5,0.05,-1
0.4,21,5,2.1,6,0,6,7,0,-1,6,0,-1,10,0,-1,6,0,6,6,0.06,-1
0.5,25,6,2.5,7,0,7,7,0,-1,7,0,-1,10,0,-1,7,0,7,7,0.07,-1
0.23,8,4,0.8,3,0,3,4,0,-1,3,0,-1,3,0,-1,3,0,3,3,0.03,-1
0.316,16,5,1.6,6,0,6,6,0,-1,6,0,-1,9,0,-1,6,0,6,6,0.05,-1
0.1,4,2,0.4,3,0,3,3,0,-1,3,0,-1,3,0,-1,3,0,3,3,0.03,-1
0.2,7,3,0.7,3,0,3,4,0,-1,3,0,-1,3,0,-1,3,0,3,3,0.03,-1

20,m,delta,dM,ARB-VC,T,k,Greedy-VC,T,k,IPL-VC,T,k,LP-VC,T,k,Kernel-VC,T,k,MonHeur-VC,T,k
0.15,31,7,1.55,10,0.01,10,10,0,-1,10,0,-1,13,0,-1,10,0.01,10,10,0.1,-1
0.2,38,8,1.9,10,0.01,10,10,0,-1,10,0,-1,10,0,-1,10,0,10,10,0.11,-1
0.25,40,8,2,11,0.02,11,12,0,-1,11,0,-1,18,0,-1,11,0.01,11,11,0.12,-1
0.15,31,7,1.55,10,0.01,10,10,0,-1,10,0,-1,13,0,-1,10,0,10,10,0.1,-1
0.224,39,8,1.95,10,0.01,10,11,0,-1,10,0,-1,18,0,-1,10,0,10,10,0.12,-1
0.1,23,6,1.15,7,0,7,8,0,-1,7,0,-1,7,0,-1,7,0,7,7,0.09,-1
0.2,31,6,1.55,10,0.01,10,13,0,-1,10,0,-1,13,0,-1,10,0,10,11,0.1,-1

30,m,delta,dM,ARB-VC,T,k,Greedy-VC,T,k,IPL-VC,T,k,LP-VC,T,k,Kernel-VC,T,k,MonHeur-VC,T,k
0.1,42,6,1.4,15,0.24,15,18,0,-1,15,0,-1,27,0,-1,15,0.01,15,17,0.15,-1
0.133,58,7,1.93,16,0.48,16,18,0,-1,16,0,-1,28,0,-1,16,0.01,16,17,0.18,-1
0.167,68,8,2.27,16,0.64,16,17,0,-1,16,0,-1,29,0,-1,16,0.01,16,16,0.21,-1
0.113,50,7,1.67,14,0.29,14,18,0,-1,14,0,-1,17,0,-1,14,0,14,14,0.17,-1
0.183,85,9,2.83,19,3.25,19,21,0,-1,19,0,-1,30,0,-1,19,0.02,19,19,0.24,-1
0.1,39,6,1.3,14,0.1,14,16,0,-1,14,0,-1,14,0,-1,14,0,14,15,0.16,-1
0.2,71,7,2.37,18,1.57,18,20,0,-1,18,0.01,-1,30,0,-1,18,0.01,18,19,0.22,-1

40,m,delta,dM,ARB-VC,T,k,Greedy-VC,T,k,IPL-VC,T,k,LP-VC,T,k,Kernel-VC,T,k,MonHeur-VC,T,k
0.075,55,5,1.38,20,7.39,20,23,0,-1,20,0,-1,34,0,-1,20,0.01,20,22,0.22,-1
0.1,70,9,1.75,18,2.03,18,19,0,-1,18,0.01,-1,18,0,-1,18,0,18,19,0.26,-1
0.125,92,8,2.3,23,46,23,26,0,-1,23,0.01,-1,39,0,-1,23,0.04,23,24,0.31,-1
0.0922,72,7,1.8,22,28.8,22,23,0,-1,22,0,-1,39,0,-1,22,0.02,22,23,0.26,-1
0.158,139,12,3.47,27,60,27,27,0,-1,26,0.03,-1,40,0,-1,26,0.12,26,26,0.38,-1
0.1,85,8,2.12,22,41.5,22,28,0,-1,22,0.01,-1,38,0,-1,22,0.01,22,25,0.31,-1
0.2,152,13,3.8,29,60,29,29,0,-1,26,0.02,-1,39,0.01,-1,26,0.1,26,27,0.4,-1

50,m,delta,dM,ARB-VC,T,k,Greedy-VC,T,k,IPL-VC,T,k,LP-VC,T,k,Kernel-VC,T,k,MonHeur-VC,T,k
0.06,69,7,1.38,22,25.9,22,23,0,-1,22,0.01,-1,26,0,-1,22,0,22,23,0.3,-1
0.08,83,6,1.66,29,60,29,29,0,-1,27,0,-1,46,0,-1,27,0.01,27,28,0.33,-1
0.1,128,11,2.56,31,60,31,31,0,-1,28,0.01,-1,48,0,-1,28,0.04,28,30,0.41,-1
0.0782,103,10,2.06,30,60,30,30,0,-1,29,0.01,-1,47,0,-1,29,0.04,29,29,0.36,-1
